艦船ID,艦船名,耐久初期,耐久最大,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期下限,対潜初期上限,対潜最大,回避初期下限,回避初期上限,回避最大,索敵初期下限,索敵初期上限,索敵最大,運初期,運最大,射程,装備1,装備2,装備3,装備4,装備5,機数1,機数2,機数3,機数4,機数5,ドロップ説明,図鑑説明,リソース名,画像ver,ボイスver,母港ボイスver,元衣装ID
350,海風改,30,48,12,49,28,79,16,50,14,49,27,27,63,46,46,89,8,8,40,13,64,1,63,44,-1,-1,-1,0,0,0,0,0,白露型駆逐艦七番艦、<br>そして改白露型一番艦となる、海風です。<br>提督、どうぞよろしくお願いします！,白露型駆逐艦七番艦、改白露型としては一番艦となる海風です。<br>マル２計画によって建造されました。第二水雷戦隊の一翼として、ソロモン海の戦いにも参加しました。提督、どうぞよろしくお願い致します。,djszrxlnhbuv,10,10,606,-1
351,江風改,30,48,12,49,29,80,15,49,14,49,24,24,59,46,46,89,8,8,40,12,59,1,63,28,-1,-1,-1,0,0,0,0,0,白露型駆逐艦九番艦、<br>改白露型の江風だよ。よろしくな！<br>あ、読み方、間違えンなよ。,白露型九番艦、改白露型駆逐艦の江風だ。<br>そうさ、海風の姉貴たちと同じ、マル２計画で建造されたよ。まー、働いた働いた。ソロモン海は何度も駆け回ったよ。最期は夜戦さ。敵さんの電探…ありゃー反則さ。,litugbpkilsf,16,11,606,-1
352,速吸改,48,50,8,36,0,0,20,48,6,19,12,12,36,10,10,33,18,18,59,8,44,1,18,146,40,-1,-1,6,3,1,0,0,おはようございます！<br>航空機搭載給油艦、速吸、頑張ります！<br>艦載機も出撃用意、ばっちりです！,艦隊随伴型の給油艦、速吸です。よろしくお願いします！<br>様々な物資を補給できる多用途給油艦でありながら、航空機の運用が可能な設計です。ミッドウェー海戦後の計画変更で流星の発進も可能となりました！,niuenzxpukjq,9,9,606,-1
353,Graf Zeppelin改,78,92,15,50,0,0,44,80,42,80,0,0,0,29,29,69,46,46,74,7,47,2,159,64,160,-1,-1,30,13,10,3,0,Guten Morgen!　私が航空母艦、Graf Zeppelin だ。<br>貴方がこの艦隊を預かる提督なのだな。そうか……了解だ。,Graf Zeppelin級航空母艦一番艦、Graf Zeppelinだ。立体的な通商破壊戦を展開できる重武装の本格空母だ。建造には日本の空母「赤城」の技術も参考にしたらしい。日本の艦隊…か……楽しみだな。,uljlkucfqqcc,8,8,606,432
354,嵐改,32,49,12,49,28,79,16,49,14,49,30,30,70,46,46,87,8,8,39,12,63,1,91,45,-1,-1,-1,0,0,0,0,0,や！　陽炎型駆逐艦、十六番艦、嵐だ！<br>司令、よろしくな！　逢えて嬉しいぜ！,陽炎型駆逐艦十六番艦、嵐だ。第四駆逐隊を編成して、四水戦で活躍したぜ。ミッドウェーでは、南雲機動部隊の護りについたんだ。その後も最前線を縦横無尽に駆け抜けて……最期の時は、暗い海での前線の輸送作戦。僚艦の萩風と一緒さ。嵐、そして四駆の仲間たち……覚えていてくれよな。頼むぜ。,stvkbeqhwmmj,8,8,606,-1
355,萩風改,32,49,13,50,28,79,16,49,14,49,28,28,68,46,46,87,8,8,39,12,63,1,91,15,-1,-1,-1,0,0,0,0,0,陽炎型駆逐艦、十七番艦、萩風。参りました。<br>司令、ご指示をお願いします。,陽炎型駆逐艦十七番艦、萩風です。浦賀生まれです。嵐と一緒に第四駆逐隊で頑張りました。南雲機動部隊の直衛、ソロモンの死闘を経験しました。最期の夜も…嵐と一緒です。私たち、四駆のこと、覚えていてくださいね。,vbqucvbohcex,8,8,606,-1
356,鹿島改,40,54,14,37,13,39,22,62,15,39,24,24,69,27,27,54,10,10,50,20,79,2,119,74,47,44,-1,2,2,2,2,0,提督さん、お疲れさまです。<br>練習巡洋艦、鹿島、着任です。うふふ。,香取型練習巡洋艦二番艦、妹の鹿島です。平和の海で、次代の艦隊を育てるために建造されました。その本来の役目を果たせる時間はあまり長くはありませんでしたが、艦隊旗艦や船団護衛、精一杯頑張りました。戦いが終わった後も、未来のために、私、頑張りました！　鹿島のこと、覚えていてくださいね。,grgeljjshnfk,15,10,606,-1
357,初月改,37,57,25,60,24,54,80,110,17,54,30,30,72,49,49,89,10,10,49,8,71,1,122,106,40,-1,-1,0,0,0,0,0,秋月型駆逐艦、その四番艦、初月だ。<br>お前が提督か。いいだろう。僕が行こう。,秋月型防空駆逐艦、四番艦の初月だ。<br>舞鶴で生まれた。姉さんたちと共に、第六十一駆逐隊を編成、マリアナ沖海戦や、レイテ沖海戦に参加した。防空戦闘、空母救援を実施した後、艦隊の殿として僕は敵艦隊に向かった。,wwuwxxrkzxex,3,3,606,-1
358,Zara改,56,68,42,75,0,40,22,72,46,78,0,0,0,36,37,72,12,12,46,12,56,3,162,163,-1,-1,-1,2,2,2,2,0,Buon Giornov！ ザラ級重巡、一番艦ザラです！<br>粘り強さが信条です。提督、よろしくね！,ザラ級重巡洋艦、その一番艦、ザラです。巡洋艦同士の昼間水上砲戦なら、誰にも負けない自負はあります。妹のポーラが少し心配だけど、この艦隊なら！提督、頑張りましょう！<br>重巡ザラ、艦隊に参加します！,waviopoxryme,4,2,606,-1
359,沖波改,32,49,12,50,29,81,16,50,14,49,32,32,70,48,48,90,9,9,42,12,59,1,27,28,40,-1,-1,0,0,0,0,0,夕雲型駆逐艦十四番艦の……沖波です。<br>えっと…はい、頑張ります。よろしくお願い致します！,夕雲型駆逐艦、その十四番艦の沖波です。<br>マル急計画で建造されました。はい、生まれ故郷は舞鶴です。もうその頃前線は崩れ始めていて……それでも、主力艦隊の護衛や船団護衛に、私、頑張りました…はい！,higuuqsbfkvb,4,2,606,-1
360,Iowa改,92,103,90,115,0,0,82,120,89,107,0,0,0,36,36,70,30,30,70,40,99,3,161,172,173,171,-1,4,4,4,4,0,Hi！ MeがIowa級戦艦、Iowaよ。<br>Youがこの艦隊のAdmiralなの？ いいじゃない！<br>私たちのこともよろしく！,Hi！　Iowa級戦艦Name Ship、Iowaよ。高速戦艦で、この重兵装。Battle shipの最終形ともいえる完成度。USAが生んだ最後の戦艦級として、この艦隊でも頑張るわ。よろしくね！,nwntjkczdexl,3,1,606,-1
361,Pola改,56,68,41,77,0,44,21,73,45,77,0,0,0,36,36,71,11,11,47,11,57,3,162,164,-1,-1,-1,2,2,2,2,0,Buon Giornov～。<br>ザラ級重巡三番艦～ポーラです～。<br>提督と一緒に～何にでも挑戦中です～。頑張ります～。,ザラ級重巡洋艦の三番艦、ポーラです～。皆さん、覚えてくださいね～。装甲と防御重視の優れた重巡さんなんです～。水上戦闘にちゃんと出撃したんですよ～。でも～、戦艦には勝てません～。飲むしかないです～。,btfmqyxunhkj,5,1,606,-1
362,親潮改,32,49,13,50,28,78,16,48,14,49,27,27,67,46,46,87,9,9,40,14,64,1,63,15,-1,-1,-1,0,0,0,0,0,陽炎型駆逐艦四番艦、親潮、まいりました！<br>司令、第十五駆逐隊、引き続きよろしく<br>ご指導ください！　お願いいたします！,陽炎型駆逐艦、第四番艦、親潮です。舞鶴生まれです。僚艦の黒潮さんらと共に、第十五駆逐隊を編成しました。攻略作戦や航空母艦の護衛、鼠輸送も何度も経験しました。<br>最期の出撃も……黒潮さんと一緒です。,fkrtllluordb,1,1,606,-1
363,春風改,23,38,7,38,14,68,10,56,11,38,22,22,72,55,55,90,8,8,45,30,89,1,1,174,39,-1,-1,0,0,0,0,0,神風型駆逐艦の三番艦、春風と申します。<br>司令官様、海上護衛はお任せくださいませ。<br>最後まで……お支え致します。,神風型駆逐艦の三番艦、春風と申します。舞鶴生まれです。<br>以前は第五駆逐艦とも呼ばれていたのですが、春風という大切な名前を頂きました。第五駆逐隊、そして第一海上護衛隊に所属して、皆さんをお守りしました。<br>戦いが終わった後も…お守りします。,ihdaromldkrr,1,1,606,-1
364,Warspite改,82,92,86,106,0,0,48,98,78,93,0,0,0,28,28,66,20,20,58,70,109,3,190,191,-1,-1,-1,3,3,3,3,0,我が名は、Queen Elizabeth class Battleship<br>Warspite !   Admiral……よろしく、頼むわね。,Queen Elizabeth class　Battleship　二番艦、Warspiteです。<br>Admiral、よろしくお願いしますね。生粋の英国生まれ、英国育ちの戦艦です。本国艦隊、地中海、そしてインド洋にも展開しました。私の名前、Admiral、ぜひその胸に刻んでください。,bwsoozmjkbde,1,1,606,-1
365,Aquila改,48,78,0,24,0,0,30,72,28,57,0,0,0,30,30,72,36,36,72,7,37,1,184,188,-1,-1,-1,15,26,15,10,0,Buon Giornov！<br>地中海生まれの航空母艦Aquilaです。<br>活躍する……はずですー。楽しみにしてて！,地中海ジェノヴァで建造されていたパスタの国の航空母艦、Aquilaですー。<br>貨客船改装空母ではありますがー、大規模な改装で正規空母に近い性能を発揮した……はず。ねえ、グラーフ、アカーギ！聞いてますー？,ywgeborrihwb,1,1,606,-1
366,水無月改,24,39,9,39,18,69,12,39,11,39,19,19,61,41,41,89,6,6,39,16,66,1,48,13,27,-1,-1,0,0,0,0,0,睦月型駆逐艦、その六番艦、水無月だよ。<br>遅れてごめん。司令官、よろしくね！……えへへ。,睦月型駆逐艦、その六番艦、水無月だよ。<br>横須賀の近く、浦賀で生まれたんだ。睦月型の姉や妹達と共に、緒戦の戦いに参加したんだ。船団護衛も何度も務めたよ。<br>ん？潜水艦？あれはやっかいな相手だよね。うん、わかるよ。,mnqveismubcz,3,1,606,-1
367,伊26改,18,24,3,12,39,86,0,0,5,19,0,0,0,14,14,52,17,17,41,16,66,1,-1,-1,-1,-1,-1,1,1,0,0,0,ねえねえねえ！　貴方が提督なんだ！<br>あたし、伊26潜水艦！　ニムでいいよ！　よろしくね！,呉生まれの伊号だよ！<br>ねえねえ、あたしのことも覚えていてね！<br>通商破壊戦はもちろん、巡洋艦や空母だって食っちゃうから！<br>まかせておいて！,whdxgwhsflxf,1,2,1,-1
368,浦波改,30,49,12,49,28,79,16,54,13,49,24,24,59,47,47,93,8,8,43,17,67,1,91,39,-1,-1,-1,0,0,0,0,0,特Ｉ型駆逐艦、吹雪型の末娘、浦波です。<br>司令官、どうぞよろしくお願い致します。,吹雪型駆逐艦十番艦、特改Ｉ型、浦波です。<br>佐世保生まれです。磯波姉さんや、綾波、敷波と共に、第十九駆逐隊を編成しました。緒戦からミッドウェー、南方へも出動しました。<br>第十九駆逐隊……覚えていてくださいね。,uvihthcdkhof,3,1,606,-1
369,山風改,30,48,13,51,28,82,15,49,14,48,30,30,69,44,44,88,7,7,42,8,59,1,63,46,44,-1,-1,0,0,0,0,0,あたし…白露型駆逐艦……その八番艦。山風。<br>いいよ……。別に。,白露型駆逐艦八番艦、改白露型、山風。<br>浦賀生まれ……。時雨姉や涼風と同じ……。<br>江風たちと第二十四駆逐隊を編成した……。加賀の護衛をしたりね、大きな戦いでも最初の方はね、随分頑張ったよ。そしてね。大湊から柱島にね。行こうとしたの。その後はね……わからない。覚えてないの。,qfyztscquxza,5,1,606,-1
370,朝風改,23,38,8,42,14,69,10,52,10,37,18,18,68,50,50,88,9,9,47,14,88,1,1,174,44,-1,-1,0,0,0,0,0,おはよう！　朝風よ。神風型駆逐艦二番艦、朝風。<br>司令官？　早く覚えなさい！　いい？,神風型駆逐艦二番艦の朝風よ。長崎生まれ。妹の春風たちと一緒に、歴史ある第五駆逐隊を編成したわ。旗艦は当然私。緒戦の海戦や攻略戦に参加したわ。もちろん、大切な船団護衛もしっかりきっちりやりきったわよ。<br>うん……やるだけ、やったんだから！,sfhznwdwstgj,2,1,606,-1
371,松風改,23,38,7,39,14,68,10,50,10,37,20,20,70,49,49,87,9,9,47,12,84,1,1,46,44,-1,-1,0,0,0,0,0,僕が神風型駆逐艦四番艦、松風だ。キミが僕の司令官か。<br>いいね。僕の背中は任せたよ！<br>さあ、一緒に行こう！,神風型駆逐艦、その四番艦、松風だ。旧式だって？は！冗談じゃない。攻略作戦から南方ソロモン方面の最前線、そして船団護衛まで、戦線を支えた僕たちを忘れようったって、そうはいかないさ。<br>神風型の仲間達、そしてこの松風、忘れんなよ。<br>頼んだぜ。,bzigjflbyxbe,1,1,606,-1
372,Commandant Teste改,43,64,32,58,0,0,20,48,26,56,0,0,0,25,25,44,34,34,88,20,88,1,194,-1,-1,-1,-1,12,12,7,7,0,Bonjour！<br>Enchantee　 Je m’appelle Commandant Teste<br>提督、どうぞよろしくお願い致します。,自由・平等・博愛の国からまいりました、水上機母艦Commandant Testeです。<br>充実の搭載機数と水上機の補修も可能な本格的な水上機母艦として生まれました。巡洋艦並の火力もいいでしょう？<br>え、実戦での活躍ですか？ C’est la vie！,wgyatqtsrghn,9,1,1,-1
373,藤波改,32,49,12,52,27,79,18,58,14,49,28,28,66,47,47,89,12,12,56,11,57,1,28,27,39,-1,-1,0,0,0,0,0,お疲れ！　夕雲型十一番艦、藤波よ。<br>司令、よろしくね！,艦隊型駆逐艦の決定版、夕雲型の十一番艦、藤波だよ。三十二駆、そして十一水戦でデビューしたんだ。かなり状況は良くなかったけど、できる限り頑張ったよ。最期は華の二水戦で、艦隊決戦、捷一号作戦に参加した…うん…辛かったな。でも、やれるだけはやったんだ。覚えておいてね！,kbnitqplofhm,1,1,606,-1
374,伊13改,21,36,5,16,32,72,0,0,6,22,0,0,0,12,12,47,13,13,43,8,48,1,211,-1,-1,-1,-1,2,1,0,0,0,大型潜水空母、潜特型を補完するために生まれました……<br>伊十三型潜水艦、伊13です。あの…私…ヒトミと………<br>いえ…なんでも…ないの……。,伊九型潜水艦の改良改装型、伊十三型潜水艦の伊13です。妹の伊14と共に神戸で生まれたの。そうよ…あの潜特型に準ずる、「晴嵐」を運用するための潜水空母。時代に先んじた秘めた力があったのよ。姉妹で彩雲輸送作戦「光」作戦に参加したの。でも、小笠原あたりから…記憶は…あまり覚えて…ごめんなさい。,hmjwmfpdcuur,1,1,1,494
375,伊14改,22,37,4,12,32,68,0,0,6,23,0,0,0,15,15,53,14,14,44,24,77,1,62,-1,-1,-1,-1,2,1,0,0,0,晴嵐運用のために生まれた伊号潜水艦、伊14よ。<br>いいよ、イヨって呼んで。提督、よろしくどうぞ！,伊十三型潜水艦、その二番艦、伊14よ！戦略運用を目指す潜水空母艦隊を構成するために建造されたの。生まれた時には、もうそんな状況ではなかったけれど。六三一空の晴嵐隊と共に実戦で活躍することはできなかったけど、あの戦局の中で「光」作戦を成功させたんだから！伊14…そして伊13、覚えていてね。,fhcabilueqsn,1,1,1,495
376,占守改,17,28,5,35,0,0,11,53,7,33,34,35,77,57,58,92,5,6,28,50,89,1,44,226,39,-1,-1,0,0,0,0,0,占守型海防艦一番艦！　占守っす！<br>司令、沿岸防衛は、この占守に任せるっす！<br>海を守る……海防艦っす！,沿岸警備や北方漁場警備のために建造された甲型海防艦、その一番艦っす。千島列島最北端の占守島の名前をもらったっす！　平時には漁場や漁民を守るため、小さい体だけど、大事な役目や証もあったっす。戦いが厳しくなって、船団護衛や対潜哨戒にも全力っす。占守、その名、きっと憶えてほしいっしゅ。,vtnbtspwclng,1,1,606,-1
377,国後改,17,28,5,36,0,0,10,52,7,33,34,34,75,56,57,91,6,7,29,45,88,1,229,44,-1,-1,-1,0,0,0,0,0,占守型海防艦、その二番艦、国後。<br>何それ？　違うけど？　そうね、クナって…<br>呼んでもらってもいいけど。,占守型海防艦二番艦、国後よ。北方の護りは任せてよね。え、地味だろって。何それ！あの出撃の前に単冠湾の哨戒とか、大事な役割も務めたんだから。大湊を起点に、千島列島や宗谷海峡、津軽海峡など大切なところを守ったの。ねえ、聞いてる？最後は大切な大切なこと、頑張ったし。頑張ったよね、あたし！,qvjugtvdmppy,1,1,606,-1
380,大鷹改,47,72,0,23,0,0,16,42,22,52,65,65,79,24,24,49,33,33,64,9,54,1,82,16,-1,-1,-1,14,14,5,3,0,<br>,航空母艦、大鷹です。<br>優秀船舶建造助成施設によって建造された客船でしたが、戦いに臨み、空母へと改装されました。航空機の輸送などに務めた後、大鷹と名前を変えて、海上護衛の任に就きました。夜の潜水艦は…怖いですね……。,gjdwbkyoqrwv,1,1,606,526
383,択捉改,17,28,5,37,0,0,12,54,7,33,37,37,79,56,56,92,5,5,28,40,88,1,229,226,39,-1,-1,0,0,0,0,0,司令、おはようございます！<br>択捉型海防艦一番艦、択捉です。<br>今日も頑張ります！,択捉型海防艦の一番艦、択捉です。先輩の占守型の改良型です。生産性と爆雷装備数などが向上しているの。とても多くの姉妹が建造され、船団護衛の任などに就きました。最後まで戦えた艦は多くはなかったけれど、後方の海を最後まで護って戦いました。戦いが終わった後も、少し頑張らせて頂きました。,glvwrolqeexv,1,1,606,-1
